PetID,Age,Quantity,Fee,VideoAmt,PhotoAmt,AdoptionSpeed,HasName_0,HasName_1,NameLen,NameNumWords,ThreeMonths_0,ThreeMonths_1,DomesticBreed_0,DomesticBreed_1,PureBreed_0,PureBreed_1,Breed_243,Breed_247,Breed_254,Breed_264,Breed_265,Breed_266,Breed_283,Breed_285,Breed_292,Breed_299,Breed_999,Gender_1,Gender_2,Gender_3,NumColor_1,NumColor_2,NumColor_3,Color_1,Color_2,Color_3,Color_4,Color_5,Color_6,Color_7,Size_1,Size_2,Size_3,FurLength_1,FurLength_2,Vaccinated_0,Vaccinated_1,Dewormed_0,Dewormed_1,Sterilized_0,Sterilized_1,Preparation_0,Preparation_1,Health_0,Health_1,Cost,Density,State_0,State_41325,State_41326,State_41327,State_41330,State_41332,State_41336,State_41401,RescuerFreq,Rescuer_09771cded8c18d94a16a6548377410a8,Rescuer_167119eeb94dec6c615c602952c527c8,Rescuer_438a9bdce8ef4d5948fc40e422d34d0d,Rescuer_5aca30a29e8290093fee2a334d65d835,Rescuer_90569c3f7cb0af35cba5dac82c0ac9d7,Rescuer_95eab75701bfbddafb9e1e01e1ee9214,Rescuer_999,Rescuer_b770bac0ca797cf1433c48a35d30c4cb,Rescuer_c00756f2bdd8fa88fc9f07a8309f7d5d,Rescuer_c6fa60201b7ca135608d592d7ac19ec4,Rescuer_e62135526c27156b8479420aad166317,Media_0,Media_1,DescLen,DescNumWords,active,adorable,beautiful,birth,box,cute,eyes,family,friendly,fur,good,healthy,indoor,little,lovely,mother,playful,siblings,sweet,trained
ace21b6b1,2,1,0,0,13,0,0,1,5,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,2,0.5556569343065694,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,929,176,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8ee223a17,1,3,0,0,1,0,0,1,30,6,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,3,0.5556569343065694,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,94,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9a38d4275,24,6,0,0,1,0,0,1,4,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,4,0.5556569343065694,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,138,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22f6c0ac6,5,1,0,0,13,0,0,1,6,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0.5556569343065694,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,424,78,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7fe8ef73d,6,1,100,0,1,1,0,1,12,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0.31554136253041365,0,0,0,0,0,0,0,1,29,0,0,0,0,0,0,1,0,0,0,0,0,1,89,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
f6551137d,3,2,0,0,15,0,0,1,7,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0.31554136253041365,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,1,0,0,0,0,0,1,359,59,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
8c131db77,5,1,30,0,4,1,0,1,20,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,2,0.5556569343065694,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,627,119,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
9c0ddccc8,2,6,0,0,1,1,0,1,20,3,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,3,0.31554136253041365,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,82,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
f9df8656a,1,1,0,0,5,0,0,1,13,3,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,3,0.5556569343065694,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,1,264,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
e540c1ba5,3,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,3,0.0071472019464720185,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,37,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4a4db4d32,4,2,0,0,1,0,0,1,10,3,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,2,0.31554136253041365,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,1,0,0,0,0,0,1,367,65,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
98a98311c,9,1,0,0,1,0,0,1,6,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,3,0.31554136253041365,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,325,62,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ec5069cf6,6,1,50,0,4,0,0,1,5,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,2,0.5556569343065694,0,0,1,0,0,0,0,0,28,0,0,0,0,0,0,1,0,0,0,0,0,1,126,21,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
22051ab84,1,2,0,0,3,1,0,1,11,3,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,3,0.5556569343065694,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,994,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
370fe2afb,24,1,0,0,12,0,0,1,9,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,4,0.0071472019464720185,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,672,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dd308e46b,24,1,0,0,1,1,0,1,10,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,2,0.5556569343065694,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5e4154870,19,1,0,0,3,0,0,1,5,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0.31554136253041365,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0f24b6cd6,3,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,3,0.5556569343065694,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49bb70e36,1,2,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,3,0.31554136253041365,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,210,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60ce9e319,3,1,0,0,7,0,0,1,5,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0.5556569343065694,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,625,110,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1
5247209aa,2,1,0,0,2,0,0,1,6,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,3,0.31554136253041365,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19b1f4263,1,2,1,0,3,0,0,1,9,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0.31554136253041365,0,0,0,0,0,0,0,1,22,0,0,0,0,0,0,1,0,0,0,0,0,1,309,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4407e70f3,2,1,0,0,2,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,2,0.31554136253041365,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,1,140,22,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1bf1f95ef,12,2,0,0,1,1,0,1,4,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0.0071472019464720185,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,40,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cdab8ba8e,4,1,0,0,5,0,0,1,11,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0.31554136253041365,0,0,0,0,0,0,0,1,26,0,0,0,0,0,0,1,0,0,0,0,0,1,1856,321,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
1104fe6bb,1,4,0,0,2,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,3,0.5556569343065694,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,432,82,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
b99d5d532,3,1,0,0,3,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,2,0.5556569343065694,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,70,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
b9429dc85,1,1,0,0,4,0,0,1,4,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,2,0.5556569343065694,0,0,1,0,0,0,0,0,40,0,1,0,0,0,0,0,0,0,0,0,0,1,342,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55fcdea2f,1,4,0,0,3,0,0,1,17,3,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,3,0.31554136253041365,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,1,286,51,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
33db028cb,1,1,0,1,1,0,0,1,4,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,3,0.5556569343065694,0,0,1,0,0,0,0,0,26,0,0,0,0,0,0,1,0,0,0,0,0,1,171,31,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
2e4c1faf7,3,2,0,0,3,0,0,1,25,5,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,3,0.5556569343065694,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,1,213,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a85a1c8c3,1,5,0,0,3,0,0,1,15,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,3,0.016879562043795617,0,0,0,0,0,1,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,1,151,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25c7d6c3b,8,1,50,0,8,0,0,1,23,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0.5556569343065694,0,0,1,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,1,214,40,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0b819602d,2,2,0,0,2,1,0,1,35,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,3,0.016879562043795617,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,102,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1dfadc371,12,1,0,0,1,0,0,1,8,2,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,3,0.5556569343065694,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,384,72,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b36616178,7,1,0,0,7,0,0,1,5,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0.5556569343065694,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,1,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2ac4dd8c2,5,1,100,0,5,0,0,1,5,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,2,0.31554136253041365,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,1,0,0,0,0,0,1,1127,195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
